15248	10	16687
15248	10	21796
15248	10	19192
15248	10	20602
15248	10	16986
15248	10	16705
15248	10	19399
15248	10	17841
15248	10	16814
15248	10	17284
15248	10	19719
15248	10	19975
15248	10	17566
15248	10	17835
15248	10	18376
15248	10	21560
15248	10	20793
15248	10	16701
15248	10	20316
15248	10	19615
14220	10	18677
14220	10	17969
14220	10	17243
14220	10	21438
14220	10	18742
14220	10	21843
14220	10	18932
14220	10	17528
14220	10	20131
14220	10	18296
14220	10	17899
14220	10	19814
14220	10	20358
14220	10	20011
14220	10	18631
14220	10	18336
14220	10	21027
14220	10	21185
14220	10	19157
14220	10	21349
9598	10	18081
9598	10	20364
9598	10	19734
9598	10	18510
9598	10	19497
9598	10	21739
9598	10	19401
9598	10	21730
9598	10	21523
9598	10	21392
9598	10	20139
9598	10	21737
9598	10	21649
9598	10	16589
9598	10	17587
9598	10	17168
9598	10	18934
9598	10	20902
9598	10	21404
9598	10	20858
10885	10	21042
10885	10	18890
10885	10	17031
10885	10	18871
10885	10	21394
10885	10	18534
10885	10	19950
10885	10	21209
10885	10	21267
10885	10	16597
10885	10	19888
10885	10	19184
10885	10	18662
10885	10	19789
10885	10	20199
10885	10	16856
10885	10	17186
10885	10	19348
10885	10	20377
10885	10	17261
14361	10	20605
14361	10	20066
14361	10	19358
14361	10	18410
14361	10	19022
14361	10	20247
14361	10	19406
14361	10	19652
14361	10	16541
14361	10	21541
14361	10	18409
14361	10	21470
14361	10	17636
14361	10	18239
14361	10	18077
14361	10	21160
14361	10	19615
14361	10	16914
14361	10	19398
14361	10	17136
14420	10	18004
14420	10	21126
14420	10	16524
14420	10	18300
14420	10	20339
14420	10	16955
14420	10	21689
14420	10	21444
14420	10	21686
14420	10	21730
14420	10	19499
14420	10	17870
14420	10	20075
14420	10	18835
14420	10	20056
14420	10	18495
14420	10	20928
14420	10	18086
14420	10	18077
14420	10	17819
8969	10	18926
8969	10	19527
8969	10	18831
8969	10	18675
8969	10	21057
8969	10	18522
8969	10	19744
8969	10	17590
8969	10	21431
8969	10	20466
8969	10	21350
8969	10	18427
8969	10	20002
8969	10	17737
8969	10	17213
8969	10	17687
8969	10	18412
8969	10	19944
8969	10	18329
8969	10	18065
893	10	21173
893	10	21204
893	10	19389
893	10	18987
893	10	20146
893	10	19091
893	10	21115
893	10	19314
893	10	19101
893	10	20479
893	10	16956
893	10	18720
893	10	17602
893	10	19686
893	10	16524
893	10	19447
893	10	19838
893	10	20919
893	10	17397
893	10	17487
14344	10	17466
14344	10	18438
14344	10	19161
14344	10	17364
14344	10	19333
14344	10	18130
14344	10	16640
14344	10	18987
14344	10	18593
14344	10	17235
14344	10	17434
14344	10	21603
14344	10	19051
14344	10	19385
14344	10	19518
14344	10	21051
14344	10	19657
14344	10	17197
14344	10	21766
14344	10	21313
14909	10	20592
14909	10	17257
14909	10	21729
14909	10	18206
14909	10	19463
14909	10	19406
14909	10	21172
14909	10	21209
14909	10	18725
14909	10	21147
14909	10	18753
14909	10	18729
14909	10	20438
14909	10	16534
14909	10	16982
14909	10	18871
14909	10	21423
14909	10	17382
14909	10	20164
14909	10	20338
15041	10	19282
15041	10	20325
15041	10	18705
15041	10	17603
15041	10	17617
15041	10	20923
15041	10	17454
15041	10	19445
15041	10	19581
15041	10	21519
15041	10	20199
15041	10	19499
15041	10	20246
15041	10	19593
15041	10	16923
15041	10	20363
15041	10	19573
15041	10	19122
15041	10	17227
15041	10	19463
771	10	18510
771	10	18886
771	10	17158
771	10	20478
771	10	21223
771	10	17351
771	10	16789
771	10	17617
771	10	17040
771	10	17636
771	10	17264
771	10	18355
771	10	21754
771	10	16521
771	10	18632
771	10	20539
771	10	16473
771	10	20581
771	10	20667
771	10	19510
15436	10	16710
15436	10	17528
15436	10	17932
15436	10	19239
15436	10	18031
15436	10	18862
15436	10	21436
15436	10	17094
15436	10	21204
15436	10	21485
15436	10	16602
15436	10	17856
15436	10	19806
15436	10	20601
15436	10	20372
15436	10	20534
15436	10	19233
15436	10	21740
15436	10	19898
15436	10	19565
15432	10	17978
15432	10	18938
15432	10	18789
15432	10	19777
15432	10	17597
15432	10	17976
15432	10	16994
15432	10	17874
15432	10	21262
15432	10	17257
15432	10	18695
15432	10	19942
15432	10	21373
15432	10	20638
15432	10	18283
15432	10	19674
15432	10	18793
15432	10	17388
15432	10	20392
15432	10	21270
7298	10	17726
7298	10	19878
7298	10	21289
7298	10	19787
7298	10	17802
7298	10	20194
7298	10	19162
7298	10	19538
7298	10	21269
7298	10	20482
7298	10	17043
7298	10	18609
7298	10	17892
7298	10	20086
7298	10	16634
7298	10	19927
7298	10	19948
7298	10	17052
7298	10	21320
7298	10	16590
16064	10	20111
16064	10	18239
16064	10	18026
16064	10	21198
16064	10	21069
16064	10	20677
16064	10	18571
16064	10	21655
16064	10	19064
16064	10	20970
16064	10	18338
16064	10	17609
16064	10	18780
16064	10	18630
16064	10	17933
16064	10	20094
16064	10	17247
16064	10	18049
16064	10	18148
16064	10	19344
16188	10	21082
16188	10	16733
16188	10	19031
16188	10	16658
16188	10	17072
16188	10	21060
16188	10	20548
16188	10	20858
16188	10	20390
16188	10	19420
16188	10	21073
16188	10	21452
16188	10	19474
16188	10	21148
16188	10	18320
16188	10	16800
16188	10	21161
16188	10	21669
16188	10	20813
16188	10	17950
8717	10	21514
8717	10	17331
8717	10	17488
8717	10	20146
8717	10	20872
8717	10	17487
8717	10	21758
8717	10	17624
8717	10	16503
8717	10	21053
8717	10	20616
8717	10	20961
8717	10	19623
8717	10	16729
8717	10	18812
8717	10	18702
8717	10	18405
8717	10	19022
8717	10	17420
8717	10	18147
