15248	10	20762
15248	10	21731
15248	10	16560
15248	10	16968
15248	10	19523
15248	10	18801
15248	10	18540
15248	10	16664
15248	10	18744
15248	10	19721
15248	10	21679
15248	10	18825
15248	10	18495
15248	10	19985
15248	10	17537
15248	10	18005
15248	10	21590
15248	10	16760
15248	10	20809
15248	10	21019
14220	10	16506
14220	10	20173
14220	10	17202
14220	10	21417
14220	10	17919
14220	10	16697
14220	10	20994
14220	10	20211
14220	10	16494
14220	10	19241
14220	10	18409
14220	10	20264
14220	10	16876
14220	10	18564
14220	10	19581
14220	10	20862
14220	10	21082
14220	10	16965
14220	10	20028
14220	10	21437
9598	10	17666
9598	10	19486
9598	10	19899
9598	10	21648
9598	10	21025
9598	10	19217
9598	10	20691
9598	10	18765
9598	10	18278
9598	10	19196
9598	10	21151
9598	10	19800
9598	10	16980
9598	10	19773
9598	10	21769
9598	10	20162
9598	10	20127
9598	10	19097
9598	10	18831
9598	10	20570
10885	10	21267
10885	10	16646
10885	10	19870
10885	10	21323
10885	10	19929
10885	10	18162
10885	10	21537
10885	10	17869
10885	10	19559
10885	10	17314
10885	10	19610
10885	10	17412
10885	10	21341
10885	10	21220
10885	10	18945
10885	10	16967
10885	10	17537
10885	10	16556
10885	10	21630
10885	10	19943
14361	10	18337
14361	10	18124
14361	10	17020
14361	10	17739
14361	10	19234
14361	10	20408
14361	10	17326
14361	10	19295
14361	10	20421
14361	10	18172
14361	10	21266
14361	10	18717
14361	10	17657
14361	10	20448
14361	10	17560
14361	10	19796
14361	10	21496
14361	10	21356
14361	10	19873
14361	10	21028
14420	10	20695
14420	10	21321
14420	10	21695
14420	10	21741
14420	10	18297
14420	10	20141
14420	10	19613
14420	10	16629
14420	10	17579
14420	10	20795
14420	10	18896
14420	10	18218
14420	10	20193
14420	10	17181
14420	10	18846
14420	10	20576
14420	10	19225
14420	10	21441
14420	10	18277
14420	10	17927
8969	10	18184
8969	10	20431
8969	10	18738
8969	10	19855
8969	10	21207
8969	10	18597
8969	10	21604
8969	10	20672
8969	10	18971
8969	10	19919
8969	10	17936
8969	10	19763
8969	10	20012
8969	10	18926
8969	10	20169
8969	10	20838
8969	10	20733
8969	10	18003
8969	10	20230
8969	10	16550
893	10	20870
893	10	19712
893	10	20650
893	10	17999
893	10	20982
893	10	18128
893	10	17754
893	10	17981
893	10	21362
893	10	19777
893	10	19842
893	10	17111
893	10	18796
893	10	16762
893	10	20925
893	10	21668
893	10	16801
893	10	16788
893	10	18479
893	10	18845
14344	10	20376
14344	10	19525
14344	10	20759
14344	10	17491
14344	10	16816
14344	10	19763
14344	10	18752
14344	10	16544
14344	10	20480
14344	10	18052
14344	10	16705
14344	10	19965
14344	10	20135
14344	10	18238
14344	10	19127
14344	10	21642
14344	10	21679
14344	10	18106
14344	10	20065
14344	10	17138
14909	10	19642
14909	10	17849
14909	10	20795
14909	10	21195
14909	10	16828
14909	10	20685
14909	10	18129
14909	10	17272
14909	10	17026
14909	10	18495
14909	10	21322
14909	10	19061
14909	10	20537
14909	10	17371
14909	10	16695
14909	10	19364
14909	10	18338
14909	10	19929
14909	10	19468
14909	10	19273
15041	10	21543
15041	10	18637
15041	10	18911
15041	10	20846
15041	10	18591
15041	10	19291
15041	10	18396
15041	10	20034
15041	10	17176
15041	10	20132
15041	10	17349
15041	10	19656
15041	10	20914
15041	10	19727
15041	10	21272
15041	10	17156
15041	10	17729
15041	10	19221
15041	10	16696
15041	10	21204
771	10	19006
771	10	17749
771	10	17393
771	10	17795
771	10	20090
771	10	16584
771	10	19810
771	10	18868
771	10	18551
771	10	18510
771	10	18624
771	10	17144
771	10	19149
771	10	20284
771	10	18719
771	10	17274
771	10	18575
771	10	20736
771	10	17295
771	10	17475
15436	10	17476
15436	10	16679
15436	10	18540
15436	10	20699
15436	10	21253
15436	10	18544
15436	10	16549
15436	10	19086
15436	10	20574
15436	10	17053
15436	10	21652
15436	10	19664
15436	10	19463
15436	10	21457
15436	10	17690
15436	10	19106
15436	10	19954
15436	10	19074
15436	10	20622
15436	10	18608
15432	10	18572
15432	10	21275
15432	10	18334
15432	10	20743
15432	10	17694
15432	10	18241
15432	10	20051
15432	10	18586
15432	10	19099
15432	10	20816
15432	10	16786
15432	10	17402
15432	10	21352
15432	10	19690
15432	10	20277
15432	10	21233
15432	10	20836
15432	10	17414
15432	10	17480
15432	10	20476
7298	10	20044
7298	10	18254
7298	10	20108
7298	10	20318
7298	10	21406
7298	10	17516
7298	10	21023
7298	10	18293
7298	10	16621
7298	10	21648
7298	10	17815
7298	10	18230
7298	10	21649
7298	10	19791
7298	10	17910
7298	10	20525
7298	10	17476
7298	10	19573
7298	10	19984
7298	10	21742
16064	10	21249
16064	10	17134
16064	10	20904
16064	10	20686
16064	10	18237
16064	10	17574
16064	10	17985
16064	10	16863
16064	10	21092
16064	10	21287
16064	10	17135
16064	10	21152
16064	10	20783
16064	10	21130
16064	10	17937
16064	10	16924
16064	10	20483
16064	10	20255
16064	10	20859
16064	10	18188
16188	10	21729
16188	10	20738
16188	10	18564
16188	10	16527
16188	10	17300
16188	10	19812
16188	10	18288
16188	10	16799
16188	10	19440
16188	10	17469
16188	10	19649
16188	10	20807
16188	10	19068
16188	10	21304
16188	10	20180
16188	10	17697
16188	10	20817
16188	10	17629
16188	10	19635
16188	10	21111
8717	10	20202
8717	10	16892
8717	10	20282
8717	10	16481
8717	10	20605
8717	10	19512
8717	10	21149
8717	10	18729
8717	10	21577
8717	10	20251
8717	10	16732
8717	10	21702
8717	10	20748
8717	10	19224
8717	10	19581
